CustomerID,CheckInDate,CheckOutDate,Duration
C3754,2023-09-13,2023-09-16,3
C3914,2024-09-13,2024-09-18,5
C2235,2025-09-25,2025-09-27,2
C1754,2024-06-08,2024-06-14,6
C1721,2024-12-23,2024-12-28,5
C4259,2023-12-07,2023-12-09,2
C440,2024-04-19,2024-04-25,6
C1613,2024-05-26,2024-05-28,2
C2281,2021-07-05,2021-07-09,4
C4206,2023-01-22,2023-01-24,2
C2204,2024-06-20,2024-06-21,1
C3334,2024-04-09,2024-04-12,3
C2114,2022-12-13,2022-12-17,4
C1493,2023-05-24,2023-05-31,7
C3510,2025-07-04,2025-07-10,6
C3335,2023-04-06,2023-04-07,1
C3427,2021-11-24,2021-11-27,3
C2676,2022-02-14,2022-02-18,4
C2859,2020-09-08,2020-09-11,3
C961,2024-07-21,2024-07-28,7
C5008,2020-10-25,2020-10-30,5
C4011,2024-04-05,2024-04-12,7
C2493,2020-03-23,2020-03-29,6
C1856,2024-06-04,2024-06-07,3
C1131,2024-10-15,2024-10-19,4
C4268,2022-09-10,2022-09-15,5
C2004,2023-08-29,2023-09-02,4
C3512,2022-10-05,2022-10-11,6
C4534,2023-02-09,2023-02-10,1
C2884,2022-02-25,2022-03-04,7
C4446,2020-04-30,2020-05-07,7
C3351,2021-06-04,2021-06-07,3
C3538,2022-08-04,2022-08-07,3
C1218,2024-04-21,2024-04-22,1
C1852,2025-10-02,2025-10-06,4
C532,2024-07-17,2024-07-20,3
C3879,2025-10-05,2025-10-12,7
C1020,2022-12-01,2022-12-03,2
C1939,2022-12-06,2022-12-10,4
C3442,2024-08-14,2024-08-16,2
C3956,2022-01-13,2022-01-14,1
C5010,2020-09-18,2020-09-21,3
C3505,2021-03-29,2021-04-01,3
C4579,2022-05-18,2022-05-23,5
C2133,2021-09-14,2021-09-16,2
C503,2020-06-15,2020-06-22,7
C3539,2023-10-16,2023-10-19,3
C3367,2020-06-11,2020-06-16,5
C990,2025-10-28,2025-10-30,2
C1897,2024-08-25,2024-08-30,5
C4490,2024-09-17,2024-09-24,7
C293,2023-03-02,2023-03-07,5
C2233,2020-09-01,2020-09-08,7
C2643,2025-06-10,2025-06-11,1
C4059,2024-12-30,2025-01-02,3
C482,2020-02-16,2020-02-19,3
C1716,2025-06-04,2025-06-11,7
C3155,2024-06-30,2024-07-07,7
C4252,2022-11-26,2022-12-01,5
C2718,2022-08-27,2022-09-03,7
C524,2021-11-05,2021-11-09,4
C578,2025-06-23,2025-06-25,2
C3650,2025-05-26,2025-05-29,3
C3259,2025-10-06,2025-10-13,7
C1480,2023-10-28,2023-11-01,4
C315,2023-06-28,2023-07-03,5
C5020,2022-08-28,2022-08-31,3
C3924,2022-08-31,2022-09-06,6
C1160,2023-01-23,2023-01-24,1
C4082,2020-12-31,2021-01-04,4
C530,2020-09-17,2020-09-20,3
C2039,2021-10-18,2021-10-23,5
C339,2022-09-10,2022-09-15,5
C520,2024-12-09,2024-12-14,5
C2051,2024-11-27,2024-11-29,2
C2656,2022-11-18,2022-11-21,3
C4184,2024-09-10,2024-09-16,6
C3827,2022-02-20,2022-02-21,1
C4140,2021-06-03,2021-06-04,1
C198,2020-12-29,2021-01-01,3
C3482,2020-01-15,2020-01-18,3
C2829,2025-01-13,2025-01-18,5
C3442,2021-01-09,2021-01-16,7
C726,2024-08-25,2024-08-28,3
C3632,2020-07-08,2020-07-15,7
C4365,2024-10-07,2024-10-11,4
C653,2024-08-21,2024-08-24,3
C1092,2025-04-28,2025-05-01,3
C3114,2025-06-01,2025-06-06,5
C2411,2021-04-14,2021-04-19,5
C2125,2022-08-18,2022-08-22,4
C1007,2022-07-02,2022-07-09,7
C1983,2021-06-05,2021-06-11,6
C4319,2021-06-05,2021-06-09,4
C2887,2022-05-06,2022-05-09,3
C595,2025-07-31,2025-08-05,5
C1198,2022-07-15,2022-07-19,4
C1175,2021-10-20,2021-10-27,7
C5069,2021-01-28,2021-01-31,3
C4651,2025-02-01,2025-02-02,1
C4629,2024-01-02,2024-01-07,5
C4118,2024-11-16,2024-11-19,3
C1865,2022-06-17,2022-06-19,2
C1824,2020-09-13,2020-09-20,7
C3412,2022-01-13,2022-01-20,7
C4176,2020-02-25,2020-02-28,3
C1550,2024-06-29,2024-07-02,3
C3551,2020-05-19,2020-05-25,6
C3664,2022-05-07,2022-05-09,2
C708,2022-11-01,2022-11-03,2
C4959,2024-10-27,2024-10-30,3
C4767,2022-08-11,2022-08-12,1
C3885,2020-05-25,2020-05-30,5
C560,2021-11-16,2021-11-19,3
C1647,2023-03-26,2023-03-28,2
C1863,2020-12-12,2020-12-17,5
C4379,2022-11-28,2022-12-02,4
C4851,2025-03-19,2025-03-26,7
C4378,2020-11-03,2020-11-06,3
C3933,2023-07-23,2023-07-24,1
C859,2023-03-18,2023-03-25,7
C4824,2024-02-25,2024-02-26,1
C1998,2022-08-05,2022-08-08,3
C3804,2024-10-15,2024-10-18,3
C4759,2022-07-11,2022-07-16,5
C3957,2020-07-31,2020-08-01,1
C2994,2020-02-26,2020-03-01,4
C2065,2021-01-23,2021-01-25,2
C3093,2022-04-07,2022-04-13,6
C1595,2021-12-03,2021-12-04,1
C452,2023-06-17,2023-06-24,7
C1422,2020-05-05,2020-05-12,7
C384,2023-06-18,2023-06-21,3
C1909,2025-02-19,2025-02-24,5
C3173,2023-02-11,2023-02-17,6
C163,2021-12-08,2021-12-10,2
C4199,2025-10-22,2025-10-29,7
C4743,2022-10-11,2022-10-17,6
C3345,2025-10-01,2025-10-08,7
C4834,2021-02-07,2021-02-08,1
C239,2021-04-26,2021-05-01,5
C4018,2023-04-29,2023-05-05,6
C2056,2020-11-19,2020-11-21,2
C1721,2024-08-28,2024-08-29,1
C4959,2024-09-26,2024-10-02,6
C2522,2025-10-12,2025-10-17,5
C2104,2024-11-22,2024-11-28,6
C857,2022-07-23,2022-07-29,6
C4717,2025-10-30,2025-11-06,7
C344,2024-03-09,2024-03-14,5
C4935,2025-05-21,2025-05-24,3
C4182,2022-11-09,2022-11-10,1
C314,2023-12-31,2024-01-01,1
C3684,2025-09-05,2025-09-11,6
C1830,2025-04-13,2025-04-16,3
C388,2024-07-02,2024-07-05,3
C2232,2021-07-07,2021-07-09,2
C243,2020-11-12,2020-11-17,5
C2804,2021-10-19,2021-10-26,7
C383,2023-02-15,2023-02-18,3
C4866,2022-11-23,2022-11-25,2
C3856,2022-08-06,2022-08-09,3
C4518,2025-09-18,2025-09-19,1
C5026,2022-09-10,2022-09-11,1
C1789,2024-05-31,2024-06-03,3
C757,2020-02-22,2020-02-24,2
C2498,2025-08-03,2025-08-09,6
C2578,2023-04-04,2023-04-05,1
C113,2024-11-14,2024-11-18,4
C196,2022-06-27,2022-06-30,3
C184,2022-07-01,2022-07-04,3
C2373,2024-05-01,2024-05-06,5
C2322,2023-06-18,2023-06-23,5
C251,2025-03-31,2025-04-02,2
C3318,2023-09-27,2023-09-28,1
C3250,2025-11-04,2025-11-10,6
C267,2025-08-23,2025-08-30,7
C2263,2024-12-01,2024-12-05,4
C2030,2021-02-22,2021-02-23,1
C2535,2022-11-17,2022-11-21,4
C3464,2022-12-18,2022-12-24,6
C3601,2021-03-17,2021-03-18,1
C1429,2021-02-01,2021-02-08,7
C4841,2024-08-28,2024-09-01,4
C5088,2021-08-26,2021-08-28,2
C1727,2025-10-13,2025-10-15,2
C714,2022-12-27,2022-12-31,4
C804,2024-07-17,2024-07-24,7
C2082,2021-11-21,2021-11-27,6
C4994,2023-07-30,2023-08-01,2
C2743,2022-05-28,2022-05-30,2
C262,2025-04-04,2025-04-05,1
C3501,2021-03-07,2021-03-11,4
C2235,2023-01-17,2023-01-23,6
C1528,2023-12-20,2023-12-27,7
C1377,2021-06-26,2021-06-28,2
C4087,2025-02-04,2025-02-05,1
C1466,2021-06-29,2021-07-01,2
C4409,2023-08-21,2023-08-23,2
C2595,2023-04-12,2023-04-18,6
C845,2021-02-02,2021-02-05,3
C4795,2025-08-08,2025-08-11,3
C4760,2022-11-19,2022-11-20,1
C292,2022-01-01,2022-01-06,5
C3877,2022-08-23,2022-08-26,3
C3103,2024-10-01,2024-10-03,2
C4365,2021-11-14,2021-11-16,2
C2767,2022-03-02,2022-03-08,6
C4834,2020-10-05,2020-10-06,1
C2860,2020-02-05,2020-02-09,4
C3210,2020-07-26,2020-08-01,6
C728,2025-04-02,2025-04-04,2
C2911,2025-05-24,2025-05-31,7
C1810,2022-06-19,2022-06-21,2
C1500,2020-03-19,2020-03-26,7
C2817,2022-12-10,2022-12-15,5
C3012,2024-10-02,2024-10-09,7
C1428,2023-01-25,2023-01-29,4
C708,2023-10-30,2023-11-04,5
C1296,2024-11-25,2024-11-27,2
C778,2025-11-05,2025-11-12,7
C2886,2023-05-01,2023-05-02,1
C3611,2024-08-30,2024-08-31,1
C2455,2024-09-23,2024-09-24,1
C4635,2024-08-22,2024-08-26,4
C2413,2021-08-29,2021-08-31,2
C4363,2021-08-10,2021-08-12,2
C3316,2024-04-09,2024-04-10,1
C4708,2020-10-21,2020-10-28,7
C1579,2023-07-12,2023-07-14,2
C4715,2023-09-04,2023-09-11,7
C3260,2023-05-25,2023-05-30,5
C4786,2021-02-10,2021-02-17,7
C3764,2022-10-21,2022-10-28,7
C874,2023-05-31,2023-06-02,2
C4698,2020-07-25,2020-07-28,3
C1565,2024-07-09,2024-07-15,6
C1703,2022-12-01,2022-12-02,1
C1532,2021-01-13,2021-01-19,6
C175,2023-01-08,2023-01-12,4
C3162,2023-12-18,2023-12-22,4
C2007,2025-07-24,2025-07-25,1
C2418,2021-09-12,2021-09-14,2
C4340,2025-05-23,2025-05-25,2
C3115,2020-04-03,2020-04-04,1
C5085,2024-04-01,2024-04-04,3
C3126,2025-10-01,2025-10-07,6
C3909,2021-10-22,2021-10-27,5
C2275,2024-10-02,2024-10-06,4
C4772,2022-12-25,2022-12-26,1
C4108,2021-12-01,2021-12-07,6
C106,2024-02-09,2024-02-16,7
C4586,2025-06-24,2025-06-29,5
C4330,2025-02-20,2025-02-22,2
C3298,2025-02-05,2025-02-09,4
C1269,2022-08-18,2022-08-21,3
C4719,2023-06-15,2023-06-16,1
C2034,2020-04-12,2020-04-19,7
C3556,2025-02-16,2025-02-19,3
C4793,2021-06-11,2021-06-15,4
C2163,2025-08-07,2025-08-09,2
C4574,2024-09-09,2024-09-12,3
C2440,2020-03-19,2020-03-26,7
C4868,2022-08-02,2022-08-09,7
C3873,2023-04-22,2023-04-24,2
C4231,2023-01-05,2023-01-07,2
C3507,2022-12-17,2022-12-22,5
C708,2025-09-07,2025-09-09,2
C3850,2020-12-24,2020-12-26,2
C3686,2020-04-12,2020-04-19,7
C2571,2024-07-06,2024-07-10,4
C2915,2025-04-24,2025-04-27,3
C431,2022-12-02,2022-12-08,6
C1529,2024-06-23,2024-06-30,7
C3788,2025-05-27,2025-06-02,6
C3562,2024-11-10,2024-11-13,3
C4590,2020-06-19,2020-06-20,1
C4138,2021-01-02,2021-01-07,5
C4674,2023-06-18,2023-06-23,5
C1622,2020-10-07,2020-10-14,7
C631,2025-03-10,2025-03-16,6
C1802,2020-05-05,2020-05-08,3
C389,2025-07-22,2025-07-29,7
C2840,2023-11-22,2023-11-28,6
C4010,2023-03-01,2023-03-04,3
C3773,2020-08-19,2020-08-26,7
C1477,2024-02-10,2024-02-14,4
C1180,2023-11-09,2023-11-15,6
C1006,2022-11-12,2022-11-14,2
C3937,2025-05-11,2025-05-18,7
C3605,2021-09-07,2021-09-14,7
C386,2025-04-04,2025-04-07,3
C1641,2021-07-30,2021-08-06,7
C1087,2023-11-24,2023-11-26,2
C943,2022-01-16,2022-01-21,5
C2795,2024-05-09,2024-05-16,7
C2624,2021-11-20,2021-11-27,7
C4651,2024-08-24,2024-08-29,5
C5079,2022-05-02,2022-05-03,1
C2420,2020-05-18,2020-05-25,7
C3369,2022-12-09,2022-12-12,3
C4582,2022-02-02,2022-02-09,7
C371,2020-03-17,2020-03-18,1
C1278,2022-05-15,2022-05-19,4
C4664,2023-01-20,2023-01-27,7
C1372,2021-05-18,2021-05-21,3
C3028,2025-04-18,2025-04-25,7
C4643,2021-11-16,2021-11-23,7
C721,2022-01-08,2022-01-09,1
C4654,2022-05-15,2022-05-22,7
C1665,2021-07-14,2021-07-15,1
C106,2024-06-02,2024-06-04,2
C967,2021-02-05,2021-02-12,7
C2949,2025-11-07,2025-11-13,6
C4546,2021-05-30,2021-06-03,4
C3845,2023-10-11,2023-10-15,4
C4570,2025-10-07,2025-10-10,3
C3008,2021-05-03,2021-05-05,2
C2048,2023-10-02,2023-10-09,7
C2689,2022-06-17,2022-06-22,5
C3448,2020-02-20,2020-02-24,4
C1752,2021-01-04,2021-01-08,4
C4434,2020-10-19,2020-10-23,4
C2160,2020-09-25,2020-09-30,5
C2899,2020-05-07,2020-05-11,4
C2049,2021-01-20,2021-01-22,2
C3217,2024-06-23,2024-06-30,7
C1037,2022-07-11,2022-07-16,5
C1001,2020-07-13,2020-07-18,5
C2578,2020-05-12,2020-05-14,2
C3285,2021-04-22,2021-04-29,7
C4747,2023-03-30,2023-04-06,7
C3185,2023-01-30,2023-02-01,2
C1106,2025-10-15,2025-10-21,6
C2525,2024-09-14,2024-09-16,2
C1498,2020-01-03,2020-01-07,4
C1923,2021-01-24,2021-01-25,1
C3729,2020-02-12,2020-02-16,4
C492,2020-12-30,2021-01-04,5
C2471,2022-04-24,2022-04-30,6
C1684,2025-07-17,2025-07-20,3
C285,2024-08-29,2024-09-05,7
C794,2022-07-17,2022-07-23,6
C4877,2020-05-21,2020-05-24,3
C2908,2025-01-02,2025-01-03,1
C1889,2022-10-24,2022-10-25,1
C432,2023-02-14,2023-02-17,3
C2793,2021-02-25,2021-02-27,2
C4711,2024-03-09,2024-03-11,2
C3902,2024-09-19,2024-09-24,5
C3660,2025-08-27,2025-08-28,1
C2038,2025-02-02,2025-02-03,1
C3528,2024-04-29,2024-05-02,3
C2210,2023-01-29,2023-01-31,2
C4174,2023-06-02,2023-06-03,1
C687,2020-12-09,2020-12-13,4
C4574,2023-01-08,2023-01-09,1
C1149,2021-07-18,2021-07-21,3
C2617,2020-03-22,2020-03-25,3
C1748,2024-01-11,2024-01-17,6
C472,2021-03-13,2021-03-15,2
C2255,2020-12-03,2020-12-06,3
C2028,2023-11-11,2023-11-16,5
C1186,2022-03-19,2022-03-24,5
C1841,2020-06-14,2020-06-18,4
C4188,2025-06-26,2025-06-27,1
C385,2021-04-06,2021-04-08,2
C566,2025-11-06,2025-11-07,1
C2497,2023-07-05,2023-07-07,2
C238,2023-07-08,2023-07-09,1
C1690,2021-01-10,2021-01-15,5
C4020,2025-01-27,2025-02-02,6
C1579,2022-12-07,2022-12-12,5
C1058,2022-12-23,2022-12-30,7
C4914,2025-01-03,2025-01-05,2
C357,2023-04-26,2023-04-27,1
C3032,2024-08-04,2024-08-05,1
C1137,2020-04-06,2020-04-11,5
C2856,2021-05-18,2021-05-24,6
C2476,2022-11-20,2022-11-23,3
C2288,2022-02-14,2022-02-17,3
C3030,2021-12-25,2021-12-27,2
C2750,2023-05-28,2023-05-31,3
C2356,2023-12-24,2023-12-31,7
C1715,2023-09-25,2023-09-29,4
C1313,2021-09-27,2021-09-29,2
C1880,2020-12-22,2020-12-25,3
C107,2025-02-16,2025-02-17,1
C697,2023-08-01,2023-08-08,7
C1431,2022-12-29,2022-12-30,1
C656,2021-01-14,2021-01-20,6
C1282,2023-05-29,2023-06-05,7
C207,2025-04-22,2025-04-26,4
C3483,2022-04-09,2022-04-14,5
C2630,2020-08-06,2020-08-08,2
C792,2025-09-23,2025-09-24,1
C4244,2022-07-27,2022-07-30,3
C2388,2025-04-25,2025-04-30,5
C3671,2021-05-23,2021-05-30,7
C1579,2025-01-29,2025-02-01,3
C3989,2023-11-10,2023-11-11,1
C1037,2021-01-05,2021-01-10,5
C761,2020-09-12,2020-09-18,6
C2663,2020-01-14,2020-01-21,7
C1348,2020-12-01,2020-12-06,5
C3041,2022-10-28,2022-11-04,7
C257,2022-04-01,2022-04-03,2
C2440,2020-10-28,2020-10-31,3
C4782,2020-02-26,2020-03-01,4
C5006,2024-11-09,2024-11-11,2
C3651,2024-11-17,2024-11-24,7
C2544,2021-02-21,2021-02-24,3
C2539,2021-03-09,2021-03-11,2
C3545,2022-02-11,2022-02-15,4
C2449,2022-08-10,2022-08-15,5
C3395,2023-05-10,2023-05-13,3
C207,2020-01-28,2020-02-04,7
C726,2022-09-18,2022-09-22,4
C3113,2022-08-13,2022-08-16,3
C1489,2022-12-11,2022-12-16,5
C3665,2023-06-04,2023-06-11,7
C4055,2023-08-21,2023-08-23,2
C4705,2025-01-27,2025-01-31,4
C4792,2022-04-17,2022-04-21,4
C911,2022-02-07,2022-02-13,6
C2680,2022-12-07,2022-12-13,6
C707,2021-06-05,2021-06-11,6
C4651,2021-08-07,2021-08-08,1
C2597,2023-06-03,2023-06-06,3
C3962,2021-11-17,2021-11-23,6
C4136,2021-07-06,2021-07-13,7
C3409,2024-05-01,2024-05-04,3
C3036,2024-03-27,2024-03-29,2
C2664,2024-04-24,2024-05-01,7
C1997,2022-02-27,2022-02-28,1
C4537,2023-05-01,2023-05-06,5
C2084,2023-01-20,2023-01-22,2
C588,2020-02-29,2020-03-05,5
C3867,2022-07-23,2022-07-29,6
C2773,2025-02-23,2025-02-25,2
C4967,2025-06-02,2025-06-08,6
C135,2023-10-20,2023-10-23,3
C3637,2020-11-02,2020-11-06,4
C1688,2025-01-07,2025-01-12,5
C2351,2020-06-12,2020-06-16,4
C3992,2021-09-18,2021-09-20,2
C113,2020-04-07,2020-04-13,6
C4170,2024-04-19,2024-04-21,2
C3423,2020-06-22,2020-06-27,5
C3191,2024-07-28,2024-08-04,7
C1622,2021-01-15,2021-01-19,4
C4907,2022-11-19,2022-11-24,5
C493,2023-11-20,2023-11-27,7
C1179,2024-02-16,2024-02-18,2
C4383,2021-12-05,2021-12-09,4
C1789,2023-07-04,2023-07-08,4
C323,2025-08-25,2025-08-29,4
C4758,2021-01-13,2021-01-14,1
C2640,2025-04-22,2025-04-24,2
C2135,2020-08-28,2020-09-03,6
C4542,2025-04-26,2025-04-29,3
C1053,2025-02-27,2025-03-01,2
C3164,2021-02-28,2021-03-06,6
C856,2021-07-10,2021-07-15,5
C4721,2024-03-02,2024-03-09,7
C2585,2021-03-15,2021-03-18,3
C1401,2022-04-02,2022-04-05,3
C693,2024-01-14,2024-01-16,2
C921,2020-12-28,2021-01-02,5
C2416,2025-01-03,2025-01-08,5
C4865,2023-01-19,2023-01-23,4
C3465,2021-11-22,2021-11-25,3
C318,2025-10-05,2025-10-11,6
C4902,2022-01-10,2022-01-15,5
C3432,2022-10-22,2022-10-29,7
C2915,2020-07-22,2020-07-23,1
C340,2020-08-01,2020-08-05,4
C1344,2025-10-26,2025-11-02,7
C4797,2024-07-12,2024-07-15,3
C1717,2024-03-04,2024-03-09,5
C675,2024-10-09,2024-10-12,3
C2907,2025-09-12,2025-09-19,7
C4368,2023-07-13,2023-07-17,4
C862,2021-10-21,2021-10-28,7
C4656,2022-01-29,2022-02-01,3
C1828,2025-06-18,2025-06-23,5
C4911,2020-10-06,2020-10-07,1
C1924,2021-12-09,2021-12-15,6
C1124,2021-08-24,2021-08-28,4
C4121,2021-04-04,2021-04-10,6
C668,2021-07-08,2021-07-12,4
C1504,2020-06-25,2020-07-02,7
C1996,2024-07-01,2024-07-06,5
C3630,2024-05-13,2024-05-14,1
C4232,2022-08-20,2022-08-26,6
C1232,2023-02-28,2023-03-06,6
C1694,2020-12-24,2020-12-27,3
C280,2021-09-20,2021-09-26,6
C3629,2024-11-19,2024-11-20,1
C1644,2023-12-24,2023-12-27,3
C2453,2022-11-18,2022-11-22,4
C3542,2020-04-28,2020-05-01,3
C3863,2022-05-13,2022-05-17,4
C2528,2025-08-01,2025-08-08,7
C4824,2024-08-25,2024-08-29,4
C2123,2022-02-11,2022-02-17,6
C2123,2022-08-13,2022-08-20,7
C377,2025-02-11,2025-02-16,5
C4174,2022-10-30,2022-11-01,2
C4516,2025-10-10,2025-10-11,1
C4099,2022-03-19,2022-03-20,1
C1524,2024-06-20,2024-06-26,6
C3138,2022-12-28,2022-12-31,3
C1453,2025-04-24,2025-04-27,3
C3329,2022-05-06,2022-05-13,7
C2303,2022-07-25,2022-07-27,2
C4162,2025-06-06,2025-06-07,1
C1715,2021-10-02,2021-10-06,4
C1410,2025-08-23,2025-08-27,4
C402,2022-11-23,2022-11-30,7
C1951,2020-12-09,2020-12-14,5
C1679,2024-01-05,2024-01-07,2
C2866,2021-06-20,2021-06-23,3
C1863,2024-08-08,2024-08-09,1
C2122,2021-01-07,2021-01-09,2
C3023,2024-11-02,2024-11-04,2
C4501,2021-07-21,2021-07-24,3
C3018,2023-02-17,2023-02-22,5
C4055,2021-01-12,2021-01-16,4
C3517,2021-05-15,2021-05-17,2
C5073,2021-07-24,2021-07-30,6
C5037,2021-03-06,2021-03-09,3
C650,2020-07-11,2020-07-16,5
C1220,2020-07-02,2020-07-03,1
C244,2023-04-23,2023-04-27,4
C1067,2022-09-28,2022-10-03,5
C4322,2022-07-23,2022-07-30,7
C3910,2022-04-04,2022-04-08,4
C1064,2020-04-20,2020-04-24,4
C749,2020-04-25,2020-05-01,6
C1103,2020-06-24,2020-06-29,5
C2865,2025-10-08,2025-10-10,2
C2862,2025-08-30,2025-09-01,2
C2123,2024-07-03,2024-07-07,4
C3553,2024-06-09,2024-06-10,1
C517,2025-01-02,2025-01-03,1
C2536,2024-02-15,2024-02-18,3
C2045,2025-04-21,2025-04-22,1
C3786,2022-06-29,2022-07-01,2
C5073,2020-08-17,2020-08-18,1
C2792,2022-06-24,2022-06-27,3
C742,2023-11-28,2023-12-05,7
C2419,2024-05-17,2024-05-18,1
C4086,2024-06-29,2024-07-04,5
C1069,2020-02-05,2020-02-09,4
C1893,2021-09-17,2021-09-19,2
C3058,2024-04-07,2024-04-08,1
C3817,2024-02-21,2024-02-25,4
C3130,2025-05-17,2025-05-20,3
C3423,2025-01-15,2025-01-20,5
C895,2024-12-04,2024-12-11,7
C4519,2025-03-09,2025-03-10,1
C3075,2024-03-01,2024-03-04,3
C1630,2023-08-18,2023-08-20,2
C676,2021-11-12,2021-11-16,4
C1522,2020-11-11,2020-11-13,2
C4545,2024-12-29,2025-01-03,5
C627,2024-05-20,2024-05-24,4
C658,2023-03-17,2023-03-19,2
C1858,2021-07-24,2021-07-27,3
C4651,2020-04-20,2020-04-27,7
C4505,2024-07-07,2024-07-13,6
C4825,2023-12-07,2023-12-10,3
C1520,2025-03-09,2025-03-13,4
C4707,2025-10-21,2025-10-28,7
C4339,2023-03-11,2023-03-13,2
C1104,2021-04-12,2021-04-13,1
C3138,2021-06-25,2021-07-02,7
C1747,2024-03-18,2024-03-21,3
C801,2023-04-15,2023-04-20,5
C2455,2025-05-01,2025-05-02,1
C2031,2021-05-04,2021-05-10,6
C1078,2021-08-18,2021-08-19,1
C3777,2020-09-21,2020-09-25,4
C1139,2020-04-01,2020-04-02,1
C103,2023-05-25,2023-05-31,6
C1020,2023-07-25,2023-07-28,3
C3634,2020-02-08,2020-02-13,5
C4609,2023-12-20,2023-12-21,1
C1523,2023-02-10,2023-02-17,7
C816,2024-06-07,2024-06-12,5
C4849,2022-01-24,2022-01-25,1
C3796,2025-03-11,2025-03-16,5
C3289,2020-01-06,2020-01-09,3
C4494,2025-10-12,2025-10-14,2
C1819,2022-11-05,2022-11-06,1
C847,2020-11-17,2020-11-23,6
C3908,2023-08-16,2023-08-17,1
C3587,2024-04-05,2024-04-09,4
C3685,2024-08-06,2024-08-09,3
C265,2023-06-13,2023-06-16,3
C5028,2024-01-30,2024-02-05,6
C1555,2024-02-22,2024-02-26,4
C5028,2023-06-05,2023-06-10,5
C2250,2022-11-23,2022-11-28,5
C286,2022-12-23,2022-12-28,5
C2032,2022-07-05,2022-07-11,6
C1501,2021-06-15,2021-06-16,1
C4133,2020-07-18,2020-07-21,3
C1806,2024-11-22,2024-11-23,1
C2620,2020-01-27,2020-02-03,7
C2299,2022-02-19,2022-02-25,6
C276,2024-09-19,2024-09-21,2
C1885,2021-07-13,2021-07-20,7
C519,2021-10-20,2021-10-24,4
C2450,2023-04-15,2023-04-20,5
C590,2021-08-06,2021-08-13,7
C439,2021-05-29,2021-06-01,3
C3491,2025-10-07,2025-10-10,3
C1695,2020-06-13,2020-06-20,7
C4122,2025-02-09,2025-02-16,7
C2524,2023-09-24,2023-09-25,1
C5063,2023-12-22,2023-12-27,5
C3747,2020-01-26,2020-01-29,3
C632,2025-10-19,2025-10-20,1
C1461,2021-06-04,2021-06-09,5
C3150,2025-03-18,2025-03-25,7
C775,2025-01-14,2025-01-21,7
C2972,2020-09-08,2020-09-13,5
C2297,2021-06-18,2021-06-22,4
C1417,2024-06-25,2024-06-28,3
C1713,2023-11-12,2023-11-17,5
C3587,2023-09-23,2023-09-28,5
C537,2021-08-09,2021-08-11,2
C4220,2024-06-17,2024-06-23,6
C4687,2023-01-05,2023-01-10,5
C3170,2023-04-30,2023-05-04,4
C1432,2022-09-22,2022-09-26,4
C2712,2025-07-06,2025-07-13,7
C1715,2023-02-16,2023-02-17,1
C1775,2021-10-22,2021-10-23,1
C2895,2021-02-21,2021-02-28,7
C4958,2025-02-14,2025-02-20,6
C4026,2024-08-02,2024-08-07,5
C2042,2023-07-16,2023-07-19,3
C1871,2021-07-03,2021-07-07,4
C4958,2021-10-14,2021-10-18,4
C3069,2020-07-02,2020-07-03,1
C2318,2024-09-10,2024-09-12,2
C651,2025-03-18,2025-03-24,6
C1455,2022-06-26,2022-07-03,7
C278,2022-10-14,2022-10-15,1
C1532,2022-02-11,2022-02-18,7
C4506,2020-05-04,2020-05-10,6
C1423,2021-03-25,2021-03-26,1
C3698,2021-03-16,2021-03-17,1
C678,2023-03-06,2023-03-13,7
C1803,2024-01-28,2024-02-01,4
C1496,2025-05-16,2025-05-18,2
C3806,2020-09-28,2020-09-29,1
C2811,2022-12-18,2022-12-23,5
C530,2023-11-08,2023-11-09,1
C4921,2023-01-27,2023-02-02,6
C1309,2020-12-21,2020-12-26,5
C2253,2025-02-21,2025-02-25,4
C4376,2023-02-24,2023-02-27,3
C2577,2020-10-26,2020-11-01,6
C4363,2024-04-03,2024-04-07,4
C1673,2025-07-29,2025-08-03,5
C3604,2023-02-09,2023-02-14,5
C4673,2022-04-30,2022-05-07,7
C5066,2025-08-03,2025-08-05,2
C2338,2024-04-28,2024-05-03,5
C4960,2024-09-28,2024-09-29,1
C2753,2022-11-12,2022-11-18,6
C4623,2022-09-08,2022-09-10,2
C2968,2022-08-21,2022-08-28,7
C754,2020-09-24,2020-09-25,1
C2086,2022-01-27,2022-01-31,4
C4471,2023-06-24,2023-06-30,6
C2701,2020-01-13,2020-01-18,5
C4798,2021-01-09,2021-01-15,6
C1320,2021-09-01,2021-09-05,4
C4948,2022-06-24,2022-06-29,5
C1314,2024-01-28,2024-02-03,6
C4108,2022-11-26,2022-12-03,7
C4823,2021-11-08,2021-11-14,6
C291,2022-05-28,2022-06-04,7
C3209,2020-08-09,2020-08-15,6
C4505,2023-01-01,2023-01-04,3
C2507,2020-01-30,2020-02-05,6
C1557,2022-11-21,2022-11-27,6
C2576,2022-10-23,2022-10-28,5
C1857,2023-09-19,2023-09-25,6
C2235,2021-05-19,2021-05-21,2
C1139,2023-02-03,2023-02-05,2
C498,2020-10-26,2020-11-02,7
C682,2021-12-10,2021-12-16,6
C1585,2025-10-16,2025-10-22,6
C3020,2024-03-19,2024-03-25,6
C1116,2020-11-07,2020-11-11,4
C4262,2021-11-05,2021-11-09,4
C3893,2020-04-10,2020-04-11,1
C3830,2024-06-11,2024-06-12,1
