BookingID,CustomerID,RoomTypeID,BranchID,CheckInDate,CheckOutDate,Duration,Revenue,BookingStatus,CancellationReason,LeadTime,PaymentMethod,DiscountApplied,BookingChannel,Purpose,Stay_Type
BK27198,C4790,RT4,B1,2023-07-29,2023-08-04,6,33000,No-show,,52,Cash,20,Travel Agent,Holiday,Long Stay
BK28597,C1831,RT2,B3,2023-07-29,2023-08-04,6,24000,Cancelled,Other,18,UPI,20,Call Center,Business,Short Stay
BK28729,C775,RT1,B1,2023-07-29,2023-08-05,7,17500,No-show,,24,Corporate Account,0,Website,Business,Short Stay
BK4807,C3654,RT1,B2,2023-07-30,2023-08-06,7,17500,Cancelled,Change of plans,1,Corporate Account,10,Website,Vacation,Iong Stay
BK7019,C2475,RT4,B3,2023-07-30,2023-08-02,3,16500,No-show,,29,Corporate Account,10,Website,Holiday,Long Stay
BK8065,C1365,RT3,B2,2023-07-30,2023-07-31,1,7500,Cancelled,Price,2,Cash,10,Call Center,Holiday,Long Stay
BK9260,C4214,RT2,B3,2023-07-30,2023-08-02,3,12000,Checked-in,,38,UPI,5,Website,Business,Short Stay
BK10496,C211,RT2,B2,2023-07-30,2023-08-02,3,12000,Cancelled,Price,32,UPI,5,Travel Agent,Holiday,Long Stay
BK11077,C1220,RT2,B2,2023-07-30,2023-08-02,3,12000,Checked-in,,3,Credit Card,0,Call Center,Holiday,Long Stay
BK14695,C4994,RT4,B3,2023-07-30,2023-08-01,2,11000,Cancelled,Weather,26,Credit Card,5,Call Center,Business,Short Stay
BK17590,C5013,RT4,B2,2023-07-30,2023-08-01,2,11000,Checked-in,,45,Credit Card,20,Travel Agent,Vacation,Iong Stay
BK18506,C3707,RT4,B4,2023-07-30,2023-08-03,4,22000,Cancelled,Change of plans,32,Corporate Account,15,Mobile App,Vacation,Iong Stay
BK20697,C3661,RT1,B4,2023-07-30,2023-08-01,2,5000,Cancelled,Price,37,Cash,20,Travel Agent,Conference,Medium Stay
BK21364,C4057,RT3,B1,2023-07-30,2023-08-06,7,52500,Checked-in,,22,Corporate Account,15,Mobile App,Holiday,Long Stay
BK22329,C547,RT3,B2,2023-07-30,2023-08-05,6,45000,Checked-in,,26,Cash,5,Mobile App,Business,Short Stay
BK26502,C2513,RT3,B2,2023-07-30,2023-08-03,4,30000,Cancelled,Other,6,Cash,20,Mobile App,Vacation,Iong Stay
BK3056,C2900,RT2,B3,2023-07-31,2023-08-01,1,4000,No-show,,6,UPI,5,Mobile App,,Other
BK11532,C1300,RT2,B1,2023-07-31,2023-08-03,3,12000,No-show,,20,UPI,15,Website,Business,Short Stay
BK13602,C750,RT2,B3,2023-07-31,2023-08-07,7,28000,Checked-in,,3,Corporate Account,5,Call Center,Holiday,Long Stay
BK19618,C2734,RT3,B1,2023-07-31,2023-08-06,6,45000,Checked-in,,10,UPI,0,Website,Conference,Medium Stay
BK20228,C868,RT4,B1,2023-07-31,2023-08-07,7,38500,Checked-in,,21,Corporate Account,20,Mobile App,Holiday,Long Stay
BK20428,C4448,RT4,B1,2023-07-31,2023-08-05,5,27500,No-show,,15,Corporate Account,0,Mobile App,Holiday,Long Stay
BK22727,C3728,RT4,B1,2023-07-31,2023-08-04,4,22000,Checked-in,,46,Cash,5,Website,Conference,Medium Stay
BK23222,C4534,RT3,B1,2023-07-31,2023-08-01,1,7500,Cancelled,Other,45,Corporate Account,0,Mobile App,Business,Short Stay
BK24162,C3929,RT4,B5,2023-07-31,2023-08-07,7,38500,Cancelled,Other,16,UPI,5,Website,,Other
BK25553,C2610,RT2,B3,2023-07-31,2023-08-02,2,8000,Checked-in,,6,UPI,5,Website,Vacation,Iong Stay
BK25727,C2548,RT4,B4,2023-07-31,2023-08-07,7,38500,Checked-in,,32,UPI,5,Travel Agent,,Other
BK25798,C4739,RT3,B4,2023-07-31,2023-08-04,4,30000,Checked-in,,41,Corporate Account,15,Travel Agent,Conference,Medium Stay
BK26790,C3191,RT2,B5,2023-07-31,2023-08-07,7,28000,Cancelled,Price,39,Cash,5,Website,,Other
BK28871,C940,RT3,B4,2023-07-31,2023-08-07,7,52500,No-show,,9,UPI,5,Website,Conference,Medium Stay
BK1399,C1450,RT2,B5,2023-08-01,2023-08-07,6,24000,No-show,,21,UPI,5,Call Center,Business,Short Stay
BK4786,C2945,RT4,B2,2023-08-01,2023-08-08,7,38500,No-show,,54,Corporate Account,5,Call Center,Holiday,Long Stay
BK4855,C2385,RT4,B4,2023-08-01,2023-08-02,1,5500,No-show,,29,Corporate Account,10,Mobile App,Holiday,Long Stay
BK6021,C2697,RT4,B5,2023-08-01,2023-08-05,4,22000,Checked-in,,57,Cash,15,Mobile App,,Other
BK6646,C2610,RT4,B1,2023-08-01,2023-08-03,2,11000,Checked-in,,17,UPI,5,Travel Agent,Conference,Medium Stay
BK10424,C1745,RT2,B4,2023-08-01,2023-08-02,1,4000,Checked-in,,52,UPI,15,Call Center,Conference,Medium Stay
BK10954,C3169,RT3,B1,2023-08-01,2023-08-06,5,37500,Cancelled,Change of plans,21,UPI,5,Call Center,,Other
BK14894,C697,RT2,B4,2023-08-01,2023-08-08,7,28000,Cancelled,Weather,10,UPI,10,Travel Agent,,Other
BK15325,C3306,RT1,B4,2023-08-01,2023-08-02,1,2500,No-show,,7,Cash,10,Travel Agent,Holiday,Long Stay
BK17223,C5088,RT3,B4,2023-08-01,2023-08-05,4,30000,No-show,,12,UPI,20,Travel Agent,Vacation,Iong Stay
BK17559,C659,RT4,B1,2023-08-01,2023-08-05,4,22000,Checked-in,,15,UPI,5,Website,Business,Short Stay
BK18205,C4926,RT4,B5,2023-08-01,2023-08-05,4,22000,Checked-in,,52,Cash,0,Call Center,Business,Short Stay
BK26233,C3546,RT4,B3,2023-08-01,2023-08-04,3,16500,Cancelled,Change of plans,10,UPI,0,Mobile App,Conference,Medium Stay
BK28019,C2709,RT1,B2,2023-08-01,2023-08-08,7,17500,Checked-in,,1,Credit Card,15,Call Center,Vacation,Iong Stay
BK2120,C1276,RT4,B1,2023-08-02,2023-08-03,1,5500,Checked-in,,28,Credit Card,20,Travel Agent,Holiday,Long Stay
BK4763,C4029,RT4,B4,2023-08-02,2023-08-06,4,22000,No-show,,25,Cash,15,Call Center,Conference,Medium Stay
BK7890,C4405,RT3,B2,2023-08-02,2023-08-05,3,22500,Checked-in,,13,Corporate Account,20,Mobile App,Vacation,Iong Stay
BK10251,C2761,RT4,B4,2023-08-02,2023-08-06,4,22000,Checked-in,,60,Corporate Account,5,Travel Agent,Business,Short Stay
BK10420,C5087,RT1,B2,2023-08-02,2023-08-05,3,7500,No-show,,15,Cash,0,Travel Agent,Vacation,Iong Stay
BK12300,C3308,RT2,B2,2023-08-02,2023-08-07,5,20000,Checked-in,,21,Corporate Account,10,Website,Holiday,Long Stay
BK12730,C3821,RT2,B4,2023-08-02,2023-08-07,5,20000,Cancelled,Weather,47,Corporate Account,0,Website,Vacation,Iong Stay
BK13636,C2472,RT2,B1,2023-08-02,2023-08-05,3,12000,Checked-in,,21,Corporate Account,20,Website,,Other
BK16421,C2529,RT4,B5,2023-08-02,2023-08-07,5,27500,Checked-in,,60,UPI,10,Call Center,Business,Short Stay
BK16813,C2862,RT3,B2,2023-08-02,2023-08-08,6,45000,Checked-in,,10,Corporate Account,15,Website,Vacation,Iong Stay
BK18654,C146,RT3,B1,2023-08-02,2023-08-05,3,22500,Checked-in,,26,UPI,20,Travel Agent,Holiday,Long Stay
BK20473,C4705,RT3,B4,2023-08-02,2023-08-05,3,22500,Cancelled,Change of plans,11,Cash,5,Website,,Other
BK22463,C4956,RT1,B3,2023-08-02,2023-08-03,1,2500,Checked-in,,27,Cash,15,Website,Holiday,Long Stay
BK24741,C3069,RT3,B4,2023-08-02,2023-08-08,6,45000,No-show,,5,Credit Card,20,Call Center,Business,Short Stay
BK26612,C2227,RT2,B4,2023-08-02,2023-08-08,6,24000,No-show,,3,Corporate Account,5,Website,Holiday,Long Stay
BK26976,C1736,RT4,B5,2023-08-02,2023-08-03,1,5500,No-show,,57,Credit Card,0,Mobile App,Vacation,Iong Stay
BK1743,C836,RT3,B1,2023-08-03,2023-08-05,2,15000,Checked-in,,54,Credit Card,10,Website,,Other
BK3425,C3389,RT4,B5,2023-08-03,2023-08-04,1,5500,Cancelled,Price,49,Credit Card,10,Mobile App,Vacation,Iong Stay
BK5396,C3851,RT4,B4,2023-08-03,2023-08-10,7,38500,Cancelled,Other,8,UPI,5,Travel Agent,Business,Short Stay
BK5821,C4147,RT1,B5,2023-08-03,2023-08-10,7,17500,Checked-in,,51,UPI,15,Call Center,,Other
BK8976,C4696,RT4,B3,2023-08-03,2023-08-05,2,11000,No-show,,27,Cash,10,Website,,Other
BK10039,C2037,RT1,B3,2023-08-03,2023-08-07,4,10000,Checked-in,,58,Corporate Account,10,Travel Agent,Business,Short Stay
BK10152,C2354,RT4,B5,2023-08-03,2023-08-07,4,22000,Cancelled,Change of plans,25,Cash,5,Mobile App,Business,Short Stay
BK11658,C4620,RT1,B4,2023-08-03,2023-08-10,7,17500,Checked-in,,26,UPI,5,Call Center,Vacation,Iong Stay
BK13364,C949,RT3,B2,2023-08-03,2023-08-09,6,45000,No-show,,33,Corporate Account,15,Mobile App,Vacation,Iong Stay
BK13536,C453,RT1,B3,2023-08-03,2023-08-10,7,17500,No-show,,3,Credit Card,20,Travel Agent,Business,Short Stay
BK14003,C762,RT2,B3,2023-08-03,2023-08-06,3,12000,Cancelled,Price,45,Corporate Account,10,Website,Conference,Medium Stay
BK14423,C1988,RT4,B1,2023-08-03,2023-08-10,7,38500,No-show,,45,UPI,10,Travel Agent,Business,Short Stay
BK15316,C2432,RT2,B4,2023-08-03,2023-08-09,6,24000,No-show,,60,Credit Card,10,Call Center,Conference,Medium Stay
BK21302,C2915,RT4,B4,2023-08-03,2023-08-09,6,33000,No-show,,14,Cash,20,Mobile App,Business,Short Stay
BK21592,C1308,RT4,B3,2023-08-03,2023-08-10,7,38500,Cancelled,Other,17,Credit Card,0,Mobile App,Holiday,Long Stay
BK28398,C4256,RT2,B5,2023-08-03,2023-08-07,4,16000,No-show,,20,Credit Card,5,Call Center,Conference,Medium Stay
BK3753,C2140,RT4,B5,2023-08-04,2023-08-09,5,27500,Checked-in,,34,Cash,10,Website,,Other
BK4083,C4286,RT1,B4,2023-08-04,2023-08-07,3,7500,Checked-in,,14,Cash,0,Call Center,Conference,Medium Stay
BK5685,C1862,RT1,B5,2023-08-04,2023-08-10,6,15000,Checked-in,,46,Credit Card,5,Website,,Other
BK6657,C1361,RT1,B2,2023-08-04,2023-08-10,6,15000,Checked-in,,24,Cash,10,Travel Agent,Conference,Medium Stay
BK7034,C662,RT1,B2,2023-08-04,2023-08-10,6,15000,Checked-in,,24,Credit Card,10,Mobile App,Business,Short Stay
BK7783,C4653,RT3,B1,2023-08-04,2023-08-06,2,15000,Cancelled,Change of plans,35,Credit Card,20,Call Center,Vacation,Iong Stay
BK8368,C1491,RT1,B2,2023-08-04,2023-08-07,3,7500,No-show,,40,Corporate Account,5,Website,,Other
BK8440,C3595,RT2,B5,2023-08-04,2023-08-10,6,24000,No-show,,32,Corporate Account,15,Travel Agent,Vacation,Iong Stay
BK9439,C4211,RT1,B5,2023-08-04,2023-08-09,5,12500,Cancelled,Other,52,Credit Card,0,Mobile App,Vacation,Iong Stay
BK9772,C1032,RT2,B2,2023-08-04,2023-08-05,1,4000,Cancelled,Weather,60,Cash,15,Call Center,Business,Short Stay
BK10061,C4408,RT4,B2,2023-08-04,2023-08-07,3,16500,Cancelled,Price,59,UPI,10,Mobile App,Holiday,Long Stay
BK10422,C3276,RT4,B4,2023-08-04,2023-08-08,4,22000,No-show,,9,UPI,15,Travel Agent,,Other
BK11593,C3169,RT1,B1,2023-08-04,2023-08-09,5,12500,Checked-in,,13,UPI,20,Call Center,Business,Short Stay
BK12563,C2883,RT3,B3,2023-08-04,2023-08-05,1,7500,No-show,,49,Corporate Account,15,Mobile App,Business,Short Stay
BK13956,C2042,RT3,B5,2023-08-04,2023-08-11,7,52500,Checked-in,,37,Cash,5,Website,Vacation,Iong Stay
BK19142,C4440,RT3,B3,2023-08-04,2023-08-07,3,22500,No-show,,11,Credit Card,0,Travel Agent,Holiday,Long Stay
BK21964,C3222,RT3,B4,2023-08-04,2023-08-07,3,22500,Checked-in,,19,UPI,20,Mobile App,,Other
BK22638,C2905,RT3,B1,2023-08-04,2023-08-10,6,45000,Cancelled,Price,37,Credit Card,20,Mobile App,Conference,Medium Stay
BK24064,C595,RT2,B3,2023-08-04,2023-08-11,7,28000,Cancelled,Change of plans,28,Credit Card,0,Travel Agent,,Other
BK25990,C4831,RT2,B4,2023-08-04,2023-08-11,7,28000,Cancelled,Weather,6,Cash,5,Website,Conference,Medium Stay
BK26060,C2916,RT1,B5,2023-08-04,2023-08-06,2,5000,Cancelled,Other,47,Cash,5,Website,Business,Short Stay
BK26652,C1662,RT2,B2,2023-08-04,2023-08-08,4,16000,Cancelled,Change of plans,52,UPI,15,Travel Agent,Vacation,Iong Stay
BK2642,C3208,RT1,B2,2023-08-05,2023-08-06,1,2500,Checked-in,,40,UPI,0,Website,Vacation,Iong Stay
BK5395,C3593,RT3,B5,2023-08-05,2023-08-08,3,22500,Cancelled,Change of plans,8,UPI,15,Call Center,Conference,Medium Stay
BK9142,C4735,RT1,B1,2023-08-05,2023-08-06,1,2500,No-show,,5,Cash,20,Travel Agent,,Other
BK10919,C4234,RT3,B1,2023-08-05,2023-08-06,1,7500,Cancelled,Weather,3,Corporate Account,15,Call Center,Vacation,Iong Stay
BK11838,C3533,RT2,B2,2023-08-05,2023-08-12,7,28000,Checked-in,,42,UPI,5,Website,Business,Short Stay
BK13222,C1743,RT3,B4,2023-08-05,2023-08-09,4,30000,Checked-in,,31,Corporate Account,5,Travel Agent,Conference,Medium Stay
BK13950,C670,RT4,B4,2023-08-05,2023-08-11,6,33000,No-show,,15,Credit Card,0,Call Center,Business,Short Stay
BK14486,C602,RT4,B1,2023-08-05,2023-08-06,1,5500,Cancelled,Weather,44,Credit Card,20,Call Center,Business,Short Stay
BK17171,C3682,RT1,B5,2023-08-05,2023-08-10,5,12500,Cancelled,Change of plans,52,Corporate Account,5,Travel Agent,Business,Short Stay
BK17353,C1100,RT3,B4,2023-08-05,2023-08-08,3,22500,Cancelled,Other,44,Credit Card,5,Call Center,Vacation,Iong Stay
BK20629,C515,RT4,B3,2023-08-05,2023-08-08,3,16500,Cancelled,Other,41,Credit Card,15,Website,Holiday,Long Stay
BK22139,C5029,RT4,B3,2023-08-05,2023-08-06,1,5500,No-show,,11,Credit Card,20,Website,,Other
BK24278,C5078,RT2,B1,2023-08-05,2023-08-07,2,8000,Cancelled,Change of plans,58,UPI,5,Call Center,Business,Short Stay
BK2907,C1740,RT3,B4,2023-08-06,2023-08-11,5,37500,Cancelled,Weather,44,Cash,0,Website,Holiday,Long Stay
BK5174,C1724,RT2,B5,2023-08-06,2023-08-12,6,24000,Cancelled,Weather,31,Cash,10,Website,Conference,Medium Stay
BK5503,C4871,RT2,B3,2023-08-06,2023-08-12,6,24000,Checked-in,,32,Credit Card,5,Call Center,Business,Short Stay
BK7813,C1133,RT1,B3,2023-08-06,2023-08-07,1,2500,Checked-in,,44,Corporate Account,20,Mobile App,,Other
BK9200,C610,RT3,B2,2023-08-06,2023-08-10,4,30000,No-show,,38,Credit Card,20,Call Center,Vacation,Iong Stay
BK13887,C4326,RT3,B2,2023-08-06,2023-08-09,3,22500,Cancelled,Other,58,UPI,5,Call Center,,Other
BK20834,C3612,RT3,B3,2023-08-06,2023-08-13,7,52500,Checked-in,,5,Cash,15,Call Center,,Other
BK21122,C4336,RT2,B1,2023-08-06,2023-08-09,3,12000,No-show,,19,Credit Card,20,Mobile App,,Other
BK2968,C4132,RT2,B3,2023-08-07,2023-08-09,2,8000,No-show,,36,Credit Card,5,Travel Agent,Conference,Medium Stay
BK7733,C2228,RT2,B4,2023-08-07,2023-08-10,3,12000,Checked-in,,1,Corporate Account,10,Travel Agent,Business,Short Stay
BK14473,C3102,RT2,B1,2023-08-07,2023-08-13,6,24000,Cancelled,Weather,53,Credit Card,10,Website,Conference,Medium Stay
BK17851,C116,RT3,B5,2023-08-07,2023-08-12,5,37500,No-show,,13,Corporate Account,10,Travel Agent,Holiday,Long Stay
BK18943,C2251,RT3,B1,2023-08-07,2023-08-11,4,30000,No-show,,37,Credit Card,5,Call Center,Holiday,Long Stay
BK19444,C3799,RT2,B5,2023-08-07,2023-08-09,2,8000,No-show,,56,Corporate Account,10,Call Center,Vacation,Iong Stay
BK22284,C2419,RT2,B1,2023-08-07,2023-08-08,1,4000,Cancelled,Price,35,Credit Card,10,Mobile App,Vacation,Iong Stay
BK22415,C200,RT2,B3,2023-08-07,2023-08-10,3,12000,No-show,,5,UPI,15,Website,,Other
BK27415,C2940,RT3,B3,2023-08-07,2023-08-14,7,52500,Cancelled,Other,27,Corporate Account,20,Website,Holiday,Long Stay
BK5308,C4611,RT3,B3,2023-08-08,2023-08-11,3,22500,Checked-in,,43,UPI,20,Website,Vacation,Iong Stay
BK5405,C1711,RT4,B5,2023-08-08,2023-08-11,3,16500,No-show,,55,Corporate Account,20,Mobile App,Vacation,Iong Stay
BK9884,C4537,RT4,B4,2023-08-08,2023-08-12,4,22000,No-show,,1,UPI,20,Website,,Other
BK9890,C3136,RT3,B5,2023-08-08,2023-08-14,6,45000,Cancelled,Other,30,Corporate Account,15,Travel Agent,Business,Short Stay
BK14015,C299,RT2,B3,2023-08-08,2023-08-14,6,24000,No-show,,1,UPI,10,Mobile App,Vacation,Iong Stay
BK14484,C3561,RT1,B1,2023-08-08,2023-08-12,4,10000,Cancelled,Other,51,UPI,10,Travel Agent,Vacation,Iong Stay
BK17042,C3493,RT1,B1,2023-08-08,2023-08-12,4,10000,No-show,,37,Credit Card,20,Mobile App,,Other
BK24445,C4045,RT3,B4,2023-08-08,2023-08-12,4,30000,No-show,,40,Cash,0,Travel Agent,Holiday,Long Stay
BK25103,C3121,RT3,B1,2023-08-08,2023-08-14,6,45000,Checked-in,,34,Credit Card,10,Travel Agent,,Other
BK25325,C1618,RT3,B2,2023-08-08,2023-08-14,6,45000,No-show,,13,Credit Card,20,Call Center,,Other
BK26104,C4453,RT4,B5,2023-08-08,2023-08-12,4,22000,Checked-in,,15,Corporate Account,0,Travel Agent,Vacation,Iong Stay
BK26225,C3010,RT3,B1,2023-08-08,2023-08-14,6,45000,Checked-in,,21,UPI,10,Travel Agent,Business,Short Stay
BK1323,C828,RT3,B2,2023-08-09,2023-08-15,6,45000,Cancelled,Other,17,UPI,5,Travel Agent,,Other
BK3956,C354,RT4,B3,2023-08-09,2023-08-11,2,11000,No-show,,42,Credit Card,10,Website,,Other
BK5487,C4278,RT1,B2,2023-08-09,2023-08-15,6,15000,Cancelled,Weather,34,Corporate Account,20,Website,Business,Short Stay
BK6898,C1695,RT4,B5,2023-08-09,2023-08-10,1,5500,No-show,,44,Credit Card,15,Call Center,Vacation,Iong Stay
BK6907,C834,RT4,B3,2023-08-09,2023-08-16,7,38500,No-show,,17,Cash,10,Mobile App,Business,Short Stay
BK16045,C1505,RT1,B3,2023-08-09,2023-08-12,3,7500,Cancelled,Weather,37,UPI,10,Mobile App,Business,Short Stay
BK16908,C4483,RT3,B1,2023-08-09,2023-08-11,2,15000,Cancelled,Weather,12,Corporate Account,0,Call Center,Conference,Medium Stay
BK16957,C2051,RT2,B3,2023-08-09,2023-08-10,1,4000,Checked-in,,29,Cash,10,Website,Vacation,Iong Stay
BK28431,C140,RT2,B5,2023-08-09,2023-08-10,1,4000,Cancelled,Weather,38,Corporate Account,10,Mobile App,Vacation,Iong Stay
BK1214,C1789,RT2,B3,2023-08-10,2023-08-15,5,20000,Checked-in,,33,UPI,15,Website,Business,Short Stay
BK3183,C4416,RT4,B2,2023-08-10,2023-08-16,6,33000,Cancelled,Weather,22,Corporate Account,15,Mobile App,Holiday,Long Stay
BK4263,C224,RT3,B4,2023-08-10,2023-08-15,5,37500,Checked-in,,17,Corporate Account,5,Call Center,Business,Short Stay
BK5812,C1568,RT1,B5,2023-08-10,2023-08-16,6,15000,Checked-in,,4,Credit Card,15,Website,,Other
BK9790,C554,RT1,B3,2023-08-10,2023-08-14,4,10000,Checked-in,,15,Credit Card,10,Travel Agent,,Other
BK10898,C1825,RT2,B3,2023-08-10,2023-08-17,7,28000,No-show,,0,Cash,5,Website,Business,Short Stay
BK13146,C2197,RT3,B3,2023-08-10,2023-08-12,2,15000,No-show,,56,Corporate Account,5,Travel Agent,Business,Short Stay
BK13718,C4786,RT3,B4,2023-08-10,2023-08-17,7,52500,Cancelled,Other,4,Cash,0,Mobile App,Vacation,Iong Stay
BK18093,C2575,RT3,B3,2023-08-10,2023-08-15,5,37500,Checked-in,,5,UPI,0,Website,Holiday,Long Stay
BK27179,C1730,RT4,B2,2023-08-10,2023-08-14,4,22000,No-show,,53,UPI,15,Call Center,Conference,Medium Stay
BK28265,C4939,RT4,B4,2023-08-10,2023-08-17,7,38500,Checked-in,,1,Credit Card,0,Call Center,Vacation,Iong Stay
BK1339,C4535,RT2,B3,2023-08-11,2023-08-13,2,8000,No-show,,42,Corporate Account,20,Mobile App,,Other
BK2132,C4155,RT1,B5,2023-08-11,2023-08-14,3,7500,Checked-in,,33,Cash,15,Website,Holiday,Long Stay
BK4946,C1813,RT4,B2,2023-08-11,2023-08-14,3,16500,Checked-in,,21,Cash,0,Mobile App,Vacation,Iong Stay
BK7422,C2265,RT3,B3,2023-08-11,2023-08-17,6,45000,Checked-in,,45,Cash,0,Website,Holiday,Long Stay
BK7481,C3366,RT3,B5,2023-08-11,2023-08-12,1,7500,Checked-in,,26,Corporate Account,0,Call Center,,Other
BK7884,C1155,RT2,B3,2023-08-11,2023-08-17,6,24000,Checked-in,,47,Cash,5,Website,Holiday,Long Stay
BK8979,C1567,RT4,B2,2023-08-11,2023-08-15,4,22000,Checked-in,,8,UPI,20,Mobile App,Vacation,Iong Stay
BK9857,C2573,RT4,B3,2023-08-11,2023-08-18,7,38500,No-show,,59,Cash,10,Website,Vacation,Iong Stay
BK10421,C1505,RT2,B5,2023-08-11,2023-08-15,4,16000,Cancelled,Price,49,UPI,15,Call Center,Business,Short Stay
BK10774,C2426,RT1,B5,2023-08-11,2023-08-12,1,2500,No-show,,55,Cash,20,Mobile App,Vacation,Iong Stay
BK11057,C2133,RT2,B1,2023-08-11,2023-08-17,6,24000,Checked-in,,28,Credit Card,0,Website,Business,Short Stay
BK12320,C817,RT3,B3,2023-08-11,2023-08-13,2,15000,No-show,,53,Credit Card,0,Travel Agent,Conference,Medium Stay
BK12946,C3064,RT4,B2,2023-08-11,2023-08-18,7,38500,Cancelled,Weather,39,UPI,20,Call Center,Vacation,Iong Stay
BK14465,C288,RT4,B5,2023-08-11,2023-08-18,7,38500,Cancelled,Change of plans,32,Credit Card,5,Travel Agent,Business,Short Stay
BK16777,C2566,RT4,B1,2023-08-11,2023-08-15,4,22000,No-show,,58,Corporate Account,10,Website,Vacation,Iong Stay
BK17372,C611,RT4,B5,2023-08-11,2023-08-17,6,33000,No-show,,58,Credit Card,5,Website,Conference,Medium Stay
BK23645,C1049,RT3,B4,2023-08-11,2023-08-17,6,45000,Checked-in,,47,UPI,20,Website,Business,Short Stay
BK26826,C1147,RT4,B5,2023-08-11,2023-08-18,7,38500,Cancelled,Change of plans,31,Corporate Account,20,Mobile App,Vacation,Iong Stay
BK28162,C3576,RT4,B2,2023-08-11,2023-08-18,7,38500,Cancelled,Price,32,Credit Card,10,Website,Holiday,Long Stay
BK3606,C4206,RT1,B3,2023-08-12,2023-08-19,7,17500,Cancelled,Price,57,Cash,0,Website,Business,Short Stay
BK6287,C1260,RT4,B5,2023-08-12,2023-08-17,5,27500,Cancelled,Weather,28,UPI,20,Call Center,Business,Short Stay
BK7124,C689,RT3,B3,2023-08-12,2023-08-18,6,45000,No-show,,0,Cash,5,Mobile App,Holiday,Long Stay
BK7556,C3788,RT4,B1,2023-08-12,2023-08-14,2,11000,Cancelled,Price,56,UPI,15,Mobile App,Business,Short Stay
BK7731,C4510,RT2,B5,2023-08-12,2023-08-14,2,8000,Cancelled,Change of plans,58,Credit Card,10,Mobile App,Vacation,Iong Stay
BK8508,C4316,RT2,B4,2023-08-12,2023-08-15,3,12000,Checked-in,,59,Credit Card,20,Mobile App,Vacation,Iong Stay
BK13802,C2289,RT4,B4,2023-08-12,2023-08-15,3,16500,Checked-in,,49,Credit Card,0,Website,Vacation,Iong Stay
BK16964,C879,RT3,B3,2023-08-12,2023-08-14,2,15000,Checked-in,,20,UPI,15,Call Center,Vacation,Iong Stay
BK17963,C2266,RT3,B2,2023-08-12,2023-08-15,3,22500,Cancelled,Weather,36,Credit Card,10,Call Center,Holiday,Long Stay
BK18164,C983,RT2,B4,2023-08-12,2023-08-19,7,28000,Cancelled,Change of plans,0,Corporate Account,10,Website,Business,Short Stay
BK20012,C4088,RT1,B4,2023-08-12,2023-08-15,3,7500,Checked-in,,52,Credit Card,0,Mobile App,Vacation,Iong Stay
BK20807,C3728,RT4,B2,2023-08-12,2023-08-17,5,27500,Checked-in,,1,Cash,15,Travel Agent,Vacation,Iong Stay
BK20871,C4418,RT4,B4,2023-08-12,2023-08-19,7,38500,No-show,,47,Corporate Account,15,Travel Agent,Conference,Medium Stay
BK21221,C581,RT2,B5,2023-08-12,2023-08-15,3,12000,Cancelled,Other,35,Corporate Account,0,Mobile App,Business,Short Stay
BK23630,C2095,RT2,B2,2023-08-12,2023-08-13,1,4000,Checked-in,,0,Corporate Account,10,Call Center,Vacation,Iong Stay
BK25592,C4770,RT2,B3,2023-08-12,2023-08-18,6,24000,Cancelled,Change of plans,17,Cash,10,Mobile App,Conference,Medium Stay
BK25974,C259,RT3,B2,2023-08-12,2023-08-14,2,15000,No-show,,37,Credit Card,15,Website,Holiday,Long Stay
BK1439,C1178,RT2,B2,2023-08-13,2023-08-18,5,20000,Checked-in,,60,Credit Card,15,Website,Vacation,Iong Stay
BK4843,C2346,RT2,B4,2023-08-13,2023-08-18,5,20000,Checked-in,,60,Cash,20,Travel Agent,,Other
BK5914,C465,RT3,B4,2023-08-13,2023-08-17,4,30000,Cancelled,Price,34,UPI,20,Call Center,,Other
BK8648,C4989,RT2,B2,2023-08-13,2023-08-14,1,4000,Checked-in,,47,UPI,0,Website,Vacation,Iong Stay
BK10012,C2597,RT3,B5,2023-08-13,2023-08-20,7,52500,Checked-in,,16,Corporate Account,0,Website,,Other
BK12638,C1357,RT2,B1,2023-08-13,2023-08-18,5,20000,No-show,,12,Credit Card,20,Travel Agent,Business,Short Stay
BK14472,C2780,RT3,B4,2023-08-13,2023-08-19,6,45000,No-show,,41,Corporate Account,0,Mobile App,Conference,Medium Stay
BK15852,C1301,RT3,B4,2023-08-13,2023-08-15,2,15000,No-show,,40,Corporate Account,0,Mobile App,Vacation,Iong Stay
BK17341,C4520,RT2,B1,2023-08-13,2023-08-14,1,4000,Checked-in,,37,Credit Card,15,Website,Holiday,Long Stay
BK20858,C3855,RT3,B1,2023-08-13,2023-08-14,1,7500,No-show,,13,Credit Card,15,Mobile App,Holiday,Long Stay
BK21598,C3626,RT2,B4,2023-08-13,2023-08-15,2,8000,Cancelled,Weather,45,Cash,0,Website,Holiday,Long Stay
BK23352,C667,RT4,B4,2023-08-13,2023-08-17,4,22000,Checked-in,,39,Cash,10,Website,Vacation,Iong Stay
BK23579,C2201,RT1,B4,2023-08-13,2023-08-19,6,15000,No-show,,4,Corporate Account,5,Website,Holiday,Long Stay
BK26325,C939,RT3,B2,2023-08-13,2023-08-18,5,37500,Checked-in,,35,UPI,20,Call Center,Business,Short Stay
